id,white,y,u,v,y_mean,u_mean,v_mean,y_std,u_std,v_std,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47
0,1,201,126,130,209.5,126.75,130.0,5.12347538298,0.433012701892,0.0,0.0386208767361,0.0441232638889,0.0435536024306,0.0648687065972,0.0574446614583,0.0263997395833,0.08189453125,0.0903483072917,0.106899956597,0.170986328125,0.154583333333,0.0931098090278,0.0254806857639,0.00153428819444,0.000119357638889,3.25520833333e-05,4.34027777778e-06,8.68055555556e-06,4.34027777778e-06,3.47222222222e-05,0.000924479166667,0.000894097222222,0.000729166666667,0.000729166666667,0.0108854166667,0.0425086805556,0.282400173611,0.250368923611,0.262083333333,0.0298914930556,0.0339149305556,0.0846180555556,0.0439366319444,0.0476258680556,0.0211414930556,0.0154079861111,0.0186892361111,0.0368098958333,0.267999131944,0.369887152778,0.172024739583,0.00323567708333,0.00108072916667,0.00115885416667,0.000941840277778,3.90625e-05,1.73611111111e-05,4.34027777778e-06
1,1,213,127,130,209.5,126.75,130.0,5.12347538298,0.433012701892,0.0,0.0386208767361,0.0441232638889,0.0435536024306,0.0648687065972,0.0574446614583,0.0263997395833,0.08189453125,0.0903483072917,0.106899956597,0.170986328125,0.154583333333,0.0931098090278,0.0254806857639,0.00153428819444,0.000119357638889,3.25520833333e-05,4.34027777778e-06,8.68055555556e-06,4.34027777778e-06,3.47222222222e-05,0.000924479166667,0.000894097222222,0.000729166666667,0.000729166666667,0.0108854166667,0.0425086805556,0.282400173611,0.250368923611,0.262083333333,0.0298914930556,0.0339149305556,0.0846180555556,0.0439366319444,0.0476258680556,0.0211414930556,0.0154079861111,0.0186892361111,0.0368098958333,0.267999131944,0.369887152778,0.172024739583,0.00323567708333,0.00108072916667,0.00115885416667,0.000941840277778,3.90625e-05,1.73611111111e-05,4.34027777778e-06
2,1,210,127,130,209.5,126.75,130.0,5.12347538298,0.433012701892,0.0,0.0386208767361,0.0441232638889,0.0435536024306,0.0648687065972,0.0574446614583,0.0263997395833,0.08189453125,0.0903483072917,0.106899956597,0.170986328125,0.154583333333,0.0931098090278,0.0254806857639,0.00153428819444,0.000119357638889,3.25520833333e-05,4.34027777778e-06,8.68055555556e-06,4.34027777778e-06,3.47222222222e-05,0.000924479166667,0.000894097222222,0.000729166666667,0.000729166666667,0.0108854166667,0.0425086805556,0.282400173611,0.250368923611,0.262083333333,0.0298914930556,0.0339149305556,0.0846180555556,0.0439366319444,0.0476258680556,0.0211414930556,0.0154079861111,0.0186892361111,0.0368098958333,0.267999131944,0.369887152778,0.172024739583,0.00323567708333,0.00108072916667,0.00115885416667,0.000941840277778,3.90625e-05,1.73611111111e-05,4.34027777778e-06
3,1,214,127,130,209.5,126.75,130.0,5.12347538298,0.433012701892,0.0,0.0386208767361,0.0441232638889,0.0435536024306,0.0648687065972,0.0574446614583,0.0263997395833,0.08189453125,0.0903483072917,0.106899956597,0.170986328125,0.154583333333,0.0931098090278,0.0254806857639,0.00153428819444,0.000119357638889,3.25520833333e-05,4.34027777778e-06,8.68055555556e-06,4.34027777778e-06,3.47222222222e-05,0.000924479166667,0.000894097222222,0.000729166666667,0.000729166666667,0.0108854166667,0.0425086805556,0.282400173611,0.250368923611,0.262083333333,0.0298914930556,0.0339149305556,0.0846180555556,0.0439366319444,0.0476258680556,0.0211414930556,0.0154079861111,0.0186892361111,0.0368098958333,0.267999131944,0.369887152778,0.172024739583,0.00323567708333,0.00108072916667,0.00115885416667,0.000941840277778,3.90625e-05,1.73611111111e-05,4.34027777778e-06
4,0,201,126,130,154.333333333,86.3333333333,160.0,2.62466929134,2.05480466766,1.63299316186,0.0386208767361,0.0441232638889,0.0435536024306,0.0648687065972,0.0574446614583,0.0263997395833,0.08189453125,0.0903483072917,0.106899956597,0.170986328125,0.154583333333,0.0931098090278,0.0254806857639,0.00153428819444,0.000119357638889,3.25520833333e-05,4.34027777778e-06,8.68055555556e-06,4.34027777778e-06,3.47222222222e-05,0.000924479166667,0.000894097222222,0.000729166666667,0.000729166666667,0.0108854166667,0.0425086805556,0.282400173611,0.250368923611,0.262083333333,0.0298914930556,0.0339149305556,0.0846180555556,0.0439366319444,0.0476258680556,0.0211414930556,0.0154079861111,0.0186892361111,0.0368098958333,0.267999131944,0.369887152778,0.172024739583,0.00323567708333,0.00108072916667,0.00115885416667,0.000941840277778,3.90625e-05,1.73611111111e-05,4.34027777778e-06
5,0,213,127,130,154.333333333,86.3333333333,160.0,2.62466929134,2.05480466766,1.63299316186,0.0386208767361,0.0441232638889,0.0435536024306,0.0648687065972,0.0574446614583,0.0263997395833,0.08189453125,0.0903483072917,0.106899956597,0.170986328125,0.154583333333,0.0931098090278,0.0254806857639,0.00153428819444,0.000119357638889,3.25520833333e-05,4.34027777778e-06,8.68055555556e-06,4.34027777778e-06,3.47222222222e-05,0.000924479166667,0.000894097222222,0.000729166666667,0.000729166666667,0.0108854166667,0.0425086805556,0.282400173611,0.250368923611,0.262083333333,0.0298914930556,0.0339149305556,0.0846180555556,0.0439366319444,0.0476258680556,0.0211414930556,0.0154079861111,0.0186892361111,0.0368098958333,0.267999131944,0.369887152778,0.172024739583,0.00323567708333,0.00108072916667,0.00115885416667,0.000941840277778,3.90625e-05,1.73611111111e-05,4.34027777778e-06
6,0,210,127,130,154.333333333,86.3333333333,160.0,2.62466929134,2.05480466766,1.63299316186,0.0386208767361,0.0441232638889,0.0435536024306,0.0648687065972,0.0574446614583,0.0263997395833,0.08189453125,0.0903483072917,0.106899956597,0.170986328125,0.154583333333,0.0931098090278,0.0254806857639,0.00153428819444,0.000119357638889,3.25520833333e-05,4.34027777778e-06,8.68055555556e-06,4.34027777778e-06,3.47222222222e-05,0.000924479166667,0.000894097222222,0.000729166666667,0.000729166666667,0.0108854166667,0.0425086805556,0.282400173611,0.250368923611,0.262083333333,0.0298914930556,0.0339149305556,0.0846180555556,0.0439366319444,0.0476258680556,0.0211414930556,0.0154079861111,0.0186892361111,0.0368098958333,0.267999131944,0.369887152778,0.172024739583,0.00323567708333,0.00108072916667,0.00115885416667,0.000941840277778,3.90625e-05,1.73611111111e-05,4.34027777778e-06
7,0,214,127,130,154.333333333,86.3333333333,160.0,2.62466929134,2.05480466766,1.63299316186,0.0386208767361,0.0441232638889,0.0435536024306,0.0648687065972,0.0574446614583,0.0263997395833,0.08189453125,0.0903483072917,0.106899956597,0.170986328125,0.154583333333,0.0931098090278,0.0254806857639,0.00153428819444,0.000119357638889,3.25520833333e-05,4.34027777778e-06,8.68055555556e-06,4.34027777778e-06,3.47222222222e-05,0.000924479166667,0.000894097222222,0.000729166666667,0.000729166666667,0.0108854166667,0.0425086805556,0.282400173611,0.250368923611,0.262083333333,0.0298914930556,0.0339149305556,0.0846180555556,0.0439366319444,0.0476258680556,0.0211414930556,0.0154079861111,0.0186892361111,0.0368098958333,0.267999131944,0.369887152778,0.172024739583,0.00323567708333,0.00108072916667,0.00115885416667,0.000941840277778,3.90625e-05,1.73611111111e-05,4.34027777778e-06
8,1,209,127,128,205.6,127.0,129.6,2.87054001888,0.0,1.49666295471,0.0396440972222,0.0470627170139,0.0549175347222,0.0767057291667,0.0568272569444,0.0299348958333,0.0880685763889,0.0808485243056,0.107501085069,0.176381293403,0.118705512153,0.0937630208333,0.0281770833333,0.00135525173611,6.94444444444e-05,3.79774305556e-05,8.68055555556e-06,1.73611111111e-05,1.30208333333e-05,4.34027777778e-06,1.30208333333e-05,0.000247395833333,0.000876736111111,0.000972222222222,0.00157118055556,0.0230164930556,0.091474609375,0.389913194444,0.336821831597,0.0445594618056,0.0303949652778,0.0800954861111,0.0113194444444,0.0626388888889,0.0163671875,0.0108723958333,0.0101215277778,0.0143142361111,0.0237228732639,0.159584418403,0.402696397569,0.275528428819,0.0074609375,0.00283420138889,0.00157986111111,0.000798611111111,0.000147569444444,1.30208333333e-05
9,1,204,127,128,205.6,127.0,129.6,2.87054001888,0.0,1.49666295471,0.0396440972222,0.0470627170139,0.0549175347222,0.0767057291667,0.0568272569444,0.0299348958333,0.0880685763889,0.0808485243056,0.107501085069,0.176381293403,0.118705512153,0.0937630208333,0.0281770833333,0.00135525173611,6.94444444444e-05,3.79774305556e-05,8.68055555556e-06,1.73611111111e-05,1.30208333333e-05,4.34027777778e-06,1.30208333333e-05,0.000247395833333,0.000876736111111,0.000972222222222,0.00157118055556,0.0230164930556,0.091474609375,0.389913194444,0.336821831597,0.0445594618056,0.0303949652778,0.0800954861111,0.0113194444444,0.0626388888889,0.0163671875,0.0108723958333,0.0101215277778,0.0143142361111,0.0237228732639,0.159584418403,0.402696397569,0.275528428819,0.0074609375,0.00283420138889,0.00157986111111,0.000798611111111,0.000147569444444,1.30208333333e-05
